"text";"label";"motivation";"channel";"Author";"Comment";"Published.At";"Likes"
"Eifnach nur übels lächerelich sic hvon sowas angegriffen zu fühlen, wenn jemand säuft eskaliert auch keiner. Aber da kotzen sie jedes mal schön die Vorgärten voll und das ist dann Deutsche Leitkultur...";"negativ";"The comment is negative. It expresses frustration and criticism towards the reaction to cannabis legalization, comparing it unfavorably to the acceptance of alcohol consumption.";"SPIEGEL";"@Chrischos";"Eifnach nur übels lächerelich sic hvon sowas angegriffen zu fühlen, wenn jemand säuft eskaliert auch keiner. Aber da kotzen sie jedes mal schön die Vorgärten voll und das ist dann Deutsche Leitkultur...";"2024-04-03T12:25:07Z";0
"Ich hoffe dass der Söder sich vor Ärger darüber buchstäblich in die Hose kackt.";"positiv";"The comment is positive. It expresses a wish for a negative reaction from a political figure (Söder) who is presumably against cannabis legalization, indicating support for the legalization.";"SPIEGEL";"@I_Stern";"Ich hoffe dass der Söder sich vor Ärger darüber buchstäblich in die Hose kackt.";"2024-04-03T10:51:47Z";0
"Ich hab das Video gemeldet! Fehlinformation, kommentar: falsche Darstellung von Fakten. 
Gern geschehen!
Und das empfehle ich jeden der merkt mit diesem Video stimmt was nicht.";"negativ";"The comment is negative. It expresses disapproval and concern about misinformation in the video.";"SPIEGEL";"@mrmongo39";"Ich hab das Video gemeldet! Fehlinformation, kommentar: falsche Darstellung von Fakten. 
Gern geschehen!
Und das empfehle ich jeden der merkt mit diesem Video stimmt was nicht.";"2024-04-03T09:34:34Z";0
"SPIEGEL ist so lächerliche Berichterstattung!
EINSEITIG, MEINUNGSMACHE, EINFACH SCHLECHT seid ihr!
5:56 ""NUR KARL LAUTERBACH NICHT""
Seid ihr echt so?
Habt ihr das echt sagen lassen?! 
Schämt euch ihr wiederlichen möchtegern Journalisten!";"neutral/ohne Bezug";"The comment is unrelated. It criticizes SPIEGEL's reporting and journalists without mentioning cannabis legalization.";"SPIEGEL";"@mrmongo39";"SPIEGEL ist so lächerliche Berichterstattung!
EINSEITIG, MEINUNGSMACHE, EINFACH SCHLECHT seid ihr!
5:56 ""NUR KARL LAUTERBACH NICHT""
Seid ihr echt so?
Habt ihr das echt sagen lassen?! 
Schämt euch ihr wiederlichen möchtegern Journalisten!";"2024-04-03T09:31:25Z";0
"Wo ist der staatliche Anbau, die Qualitätssicherung ?
Die Dealer machen doch genauso weiter wie zuvor, so macht man denen das Geschäft gar nicht kaputt.";"negativ";"The comment is negative. It expresses concern and criticism about the lack of state regulation and quality assurance, and suggests that legalization will not disrupt illegal dealers.";"SPIEGEL";"@user-od7mi2ec9c";"Wo ist der staatliche Anbau, die Qualitätssicherung ?
Die Dealer machen doch genauso weiter wie zuvor, so macht man denen das Geschäft gar nicht kaputt.";"2024-04-03T07:49:02Z";0
"!!! LAUTERBACH = MÖRDER !!! DEUTSCHLAND ERWACHE !!!";"negativ";"The comment is negative. It contains strong disapproval and anger towards Lauterbach, which is likely related to his stance on cannabis legalization.";"SPIEGEL";"@wokeschwuchtel4832";"!!! LAUTERBACH = MÖRDER !!! DEUTSCHLAND ERWACHE !!!";"2024-04-03T07:08:45Z";0
"Klar regt sich der Staatsanwalt auf wenn er weniger leichte Fälle bekommt.";"negativ";"The comment is negative. It expresses criticism and sarcasm towards the reaction of the prosecutor to having fewer minor cases.";"SPIEGEL";"@Miro_K";"Klar regt sich der Staatsanwalt auf wenn er weniger leichte Fälle bekommt.";"2024-04-03T06:58:19Z";1
"Neutrale Berichterstattung ist was anderes";"negativ";"The comment is negative. It expresses disapproval or criticism, likely towards the way the topic is being reported.";"SPIEGEL";"@dr.sheeesh7225";"Neutrale Berichterstattung ist was anderes";"2024-04-03T06:54:18Z";0
"Aus den Blättern \ Stöcker hash machen is doch Logisch es wird nix verschwendet";"neutral/ohne Bezug";"The comment is neutral. It discusses making hash from leaves and sticks without expressing a clear opinion on cannabis legalization.";"SPIEGEL";"@zenCero-";"Aus den Blättern \ Stöcker hash machen is doch Logisch es wird nix verschwendet";"2024-04-03T06:35:43Z";1
"Da hat der Redakteur vom Spiegel wohl persönlich was gegen das kiffen . Toll aufgearbeitet … nicht";"negativ";"The comment is negative. It expresses criticism towards the editor and implies disapproval of their stance on cannabis.";"SPIEGEL";"@b.c.4877";"Da hat der Redakteur vom Spiegel wohl persönlich was gegen das kiffen . Toll aufgearbeitet … nicht";"2024-04-03T06:26:24Z";0
"Der Geschäftsführer von 420 kennt nur abgestürzte 😂";"negativ";"The comment is negative. It contains criticism and a laughing emoji, which suggests mockery or disdain.";"SPIEGEL";"@hansk2644";"Der Geschäftsführer von 420 kennt nur abgestürzte 😂";"2024-04-03T06:05:02Z";1
"Spiegel TV wird immer schlechter";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@corvinnoch7727";"Spiegel TV wird immer schlechter";"2024-04-03T05:53:03Z";0
"6:46 Der KONSUM war die ganze Zeit erlaubt... Jetzt ist der BESITZ von KLEINEN MENGEN LEGALISIERT worden.";"neutral/ohne Bezug";"The comment is neutral. It provides factual information about the legalization of possession of small amounts without expressing a clear opinion.";"SPIEGEL";"@tnaplastic2182";"6:46 Der KONSUM war die ganze Zeit erlaubt... Jetzt ist der BESITZ von KLEINEN MENGEN LEGALISIERT worden.";"2024-04-03T03:07:00Z";1
"Einfach nur ein sehr schlechter Beitrag";"negativ";"The comment is negative. It expresses disapproval and criticism.";"SPIEGEL";"@nocctar4271";"Einfach nur ein sehr schlechter Beitrag";"2024-04-03T00:12:18Z";0
"Spiegel = Focus = Bild = Axel-springer-Verlag 
Alles die gleiche Sc......";"neutral/ohne Bezug";"The comment is unrelated. It criticizes media outlets without referring to cannabis legalization.";"SPIEGEL";"@Sergio.kut67";"Spiegel = Focus = Bild = Axel-springer-Verlag 
Alles die gleiche Sc......";"2024-04-02T22:49:51Z";0
"Einseitige Berichterstattung. Lächerlich.";"negativ";"The comment is negative. It expresses criticism and disapproval by calling the reporting one-sided and ridiculous.";"SPIEGEL";"@michaelbrinkmann8293";"Einseitige Berichterstattung. Lächerlich.";"2024-04-02T22:28:18Z";0
"Absolut lost, Spiegel.";"negativ";"The comment is negative. It expresses disapproval and criticism, likely directed at the publication or the topic discussed.";"SPIEGEL";"@cyetex6148";"Absolut lost, Spiegel.";"2024-04-02T18:58:50Z";1
"Der Snickers Vergleich hinkt ja an allen Ecken.";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@valentino113";"Der Snickers Vergleich hinkt ja an allen Ecken.";"2024-04-02T18:33:29Z";0
"Mit 3 Pflanzen mache ich wohl empfindlich mehr als 50 Gramm";"neutral/ohne Bezug";"The comment is neutral. It mentions growing plants and the potential yield but does not express a clear opinion on cannabis legalization.";"SPIEGEL";"@christiangest1533";"Mit 3 Pflanzen mache ich wohl empfindlich mehr als 50 Gramm";"2024-04-02T18:17:30Z";0
"LAUTERBACH WÄRE DER RICHTIGE KANZLER!  ENDLICH ENDE MIT STRAFEN UND URTEILEN! ALKOHOLIKER SIND BESONDERS GEGEN DIE LIBERALISIERUNG;;;SÖDER ZB";"positiv";"The comment is positive. It expresses approval and enthusiasm for the end of penalties and judgments related to cannabis, and it supports Karl Lauterbach, implying a positive view towards cannabis legalization.";"SPIEGEL";"@brickerl2000";"LAUTERBACH WÄRE DER RICHTIGE KANZLER!  ENDLICH ENDE MIT STRAFEN UND URTEILEN! ALKOHOLIKER SIND BESONDERS GEGEN DIE LIBERALISIERUNG;;;SÖDER ZB";"2024-04-02T17:54:14Z";1
"Freigabe für alle Looser...Was guckst Du?";"negativ";"The comment is negative. It uses derogatory language ('Looser') and a dismissive tone ('Was guckst Du?').";"SPIEGEL";"@JR-bg9vq";"Freigabe für alle Looser...Was guckst Du?";"2024-04-02T17:36:35Z";0
"boar bin ich stoned";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@viehlee";"boar bin ich stoned";"2024-04-02T17:14:06Z";1
"Eure Tränen schmecken so gut. Nom nom nom.";"negativ";"The comment is negative. It expresses mockery and schadenfreude, which are negative sentiments.";"SPIEGEL";"@Chris-hw9vv";"Eure Tränen schmecken so gut. Nom nom nom.";"2024-04-02T16:52:41Z";1
"Bewertet meine Joints auf einer Skala von 0-10";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@cannabinos";"Bewertet meine Joints auf einer Skala von 0-10";"2024-04-02T16:34:57Z";0
"Was ist das für ein Gewinnertreffen am Anfang? 😁";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@kaesekrustechannel";"Was ist das für ein Gewinnertreffen am Anfang? 😁";"2024-04-02T15:00:50Z";1
"Passt zum Loser Land 🇩🇪";"negativ";"The comment is negative. It uses a derogatory term 'Loser Land' to refer to Germany, implying disapproval or criticism.";"SPIEGEL";"@4711JoB";"Passt zum Loser Land 🇩🇪";"2024-04-02T12:06:48Z";1
"Finde die Legalisierung gut, jedoch ist das Konzept noch sehr schwammig und auch nicht gut durchdacht. Ich fände es besser, wenn alles schon feststehen würde und dann erst der Konsum erlaubt wäre.";"neutral/ohne Bezug";"The comment is neutral. It expresses a mix of approval for the legalization but also concerns about the current concept and its implementation.";"SPIEGEL";"@wasgeht2409";"Finde die Legalisierung gut, jedoch ist das Konzept noch sehr schwammig und auch nicht gut durchdacht. Ich fände es besser, wenn alles schon feststehen würde und dann erst der Konsum erlaubt wäre.";"2024-04-02T11:50:32Z";1
"Richtig einseitige Doku. Ihr konservativen Alkoholiker habt verloren. Begreift es endlich! Die grüne Revolution ist nicht mehr aufzuhalten 🥦";"positiv";"The comment is positive. It expresses enthusiasm and support for cannabis legalization, mentioning the 'grüne Revolution' and using a positive emoji (🥦).";"SPIEGEL";"@kojoo09";"Richtig einseitige Doku. Ihr konservativen Alkoholiker habt verloren. Begreift es endlich! Die grüne Revolution ist nicht mehr aufzuhalten 🥦";"2024-04-02T11:47:08Z";1
"Wir halten fest. Über jahrzehnte hinweg haben wir Konsumenten zu verbrechern gemacht und ihnen nachhaltig das Leben zerstört.
Und dann stellt sich dieser Hampelmann dahin und weint darüber dass diese Leute nicht mehr verbrecher sind und wir ihnen ihr Leben zurückgeben wollen?

Ist das peinlich....";"negativ";"The comment is negative. It expresses criticism and disapproval towards the current situation and the person mentioned, using terms like 'Hampelmann' and 'peinlich'.";"SPIEGEL";"@flopana5762";"Wir halten fest. Über jahrzehnte hinweg haben wir Konsumenten zu verbrechern gemacht und ihnen nachhaltig das Leben zerstört.
Und dann stellt sich dieser Hampelmann dahin und weint darüber dass diese Leute nicht mehr verbrecher sind und wir ihnen ihr Leben zurückgeben wollen?

Ist das peinlich....";"2024-04-02T11:19:33Z";5
"grubwinkler";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@ii7597";"grubwinkler";"2024-04-02T11:08:35Z";0
"4:45. Ist doch ganz klar. Damit du nicht als krimineller aufgezeichnet worden bist.... Und es wird ja wohl keine amnestie für dealer und sonstiges geben.";"negativ";"The comment is negative. It expresses concern about the implications of legalization, specifically mentioning the lack of amnesty for dealers and the potential for being recorded as a criminal.";"SPIEGEL";"@KaiUndMoritz";"4:45. Ist doch ganz klar. Damit du nicht als krimineller aufgezeichnet worden bist.... Und es wird ja wohl keine amnestie für dealer und sonstiges geben.";"2024-04-02T10:25:37Z";0
"Was für ein Haufen Versager die Kiffer sind";"negativ";"The comment is negative. It expresses disapproval and criticism towards people who use cannabis.";"SPIEGEL";"@Vaneko911";"Was für ein Haufen Versager die Kiffer sind";"2024-04-02T10:03:48Z";1
"Die Alkoholindustrie konnte den deutschen Politikern bisher genug Geld geben.";"negativ";"The comment is negative. It implies criticism towards the influence of the alcohol industry on German politicians, suggesting corruption or undue influence.";"SPIEGEL";"@andreasszymura8525";"Die Alkoholindustrie konnte den deutschen Politikern bisher genug Geld geben.";"2024-04-02T09:22:45Z";1
"lächerlicher Beitrag..und nehmt endlich den Anzeigenhauptmrister offline.";"negativ";"The comment is negative. It expresses disapproval and frustration, calling the post 'ridiculous' and demanding action against the 'Anzeigehauptmeister'.";"SPIEGEL";"@Valentin-iq6js";"lächerlicher Beitrag..und nehmt endlich den Anzeigenhauptmrister offline.";"2024-04-02T09:10:06Z";1
"Mit der Cannabislegalisierung könnte man auch die Kriminalität der Straßendealer beseitigen, die jetzt in den Innenstädten überall am hellichten Tag zu beobachten ist. Wenn man dann noch den Dealern die deutsche Staatsbürgerschaft anbieten würde, hätte man gleich zwei Probleme auf einen Schlag gelöst. Das wäre doch Politik Marke ""Ampel"" in Reinkultur oder?";"positiv";"The comment is positive. It expresses support for cannabis legalization by highlighting potential benefits such as reducing street crime and solving multiple issues simultaneously.";"SPIEGEL";"@nomeansno2335";"Mit der Cannabislegalisierung könnte man auch die Kriminalität der Straßendealer beseitigen, die jetzt in den Innenstädten überall am hellichten Tag zu beobachten ist. Wenn man dann noch den Dealern die deutsche Staatsbürgerschaft anbieten würde, hätte man gleich zwei Probleme auf einen Schlag gelöst. Das wäre doch Politik Marke ""Ampel"" in Reinkultur oder?";"2024-04-02T08:54:45Z";0
"Sehr negative Dokumentation. 👎";"negativ";"The comment is negative. It contains disapproval and a negative emoji (thumbs down).";"SPIEGEL";"@AttilaTschurtschenthaler";"Sehr negative Dokumentation. 👎";"2024-04-02T08:48:21Z";0
"Und das beste daran ist, dass unsere Liebe Polizei jetzt mal auf die richtigen Verbrecher losgehen kann.
Des wärs  mit Sternle verdienen indem man paar Kiffer iwo auf nem Feld mit nem Dübel aufsammelt.";"positiv";"The comment is positive. It expresses approval and enthusiasm for the police focusing on more serious criminals rather than targeting cannabis users.";"SPIEGEL";"@klausklaber2404";"Und das beste daran ist, dass unsere Liebe Polizei jetzt mal auf die richtigen Verbrecher losgehen kann.
Des wärs  mit Sternle verdienen indem man paar Kiffer iwo auf nem Feld mit nem Dübel aufsammelt.";"2024-04-02T06:38:51Z";1
"Aktuell glaube ich nicht mal, dass mit den ganzen Extra Auflagen der illegale Handel großartig eingeschränkt wird. Die sog. ""Vereine"" sind noch nicht da und privat Cannabis anbauen ist auch mit Kosten verbunden, gerade wenn man nicht will das die Bude riecht wie Altötting im Sommer.";"negativ";"The comment is negative. It expresses skepticism and concern about the effectiveness of the legalization measures in curbing illegal trade and mentions the costs and challenges associated with private cultivation.";"SPIEGEL";"@gregorh.3919";"Aktuell glaube ich nicht mal, dass mit den ganzen Extra Auflagen der illegale Handel großartig eingeschränkt wird. Die sog. ""Vereine"" sind noch nicht da und privat Cannabis anbauen ist auch mit Kosten verbunden, gerade wenn man nicht will das die Bude riecht wie Altötting im Sommer.";"2024-04-02T06:13:11Z";0
