"Comment.";"Name.";"gender";"label";"motivation"
"Wunderschön wie immer 🌹🌹❤️";"Palina Rojinski";"female";"not body-related";"The comment is a general compliment and does not specifically mention any body-related features."
"1 Guppy";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Der Hammer traumhaft schön wundervoll einzigartig";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"OMG WIE SCHÖN BIST DU BITTE??? 🥺😍";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance."
"Hot leggs 🔥🔥🔥🔥";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It names a body part."
"Schöne Beine die Kleine, das Kleid ist auch gut.";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions legs and clothing."
"Wow du bist so schön ❤️❤️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It comments on appearance."
"Absolute Traumfrau";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to a person's appearance by calling them a 'dream woman'."
"Absolute Traumfrau 🔥❤️😍";"Palina Rojinski";"female";"body-related";"The comment is body-related. It refers to a person as a 'dream woman,' which implies a comment on appearance and attractiveness."
"Schöne Strumpfhose! 😉";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions clothing, specifically 'Strumpfhose' (tights)."
"Super Foto 🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"🩵🔥🩵! Lg❤️❤️😘😘";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Geile Frau ❤️";"Palina Rojinski";"female";"body-related";"The comment is body-related as it refers to a woman, which is a reference to gender and potentially appearance."
"Sie kann alles Tragen und sieht immer Gut aus. 🥰🥰🥰🥰❤️❤️";"Palina Rojinski";"female";"body-related";"The comment is body-related. It mentions clothing and appearance."
"🔥🔥🔥 wonderful 😍😍😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific references to body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wunderschöne Bilder 🤯😊";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general compliment about the pictures."
"Wundervoll Palina 👏👏👏";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Deine Kette😭 🩵💘 @lalumachains";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It refers to a chain, which is an accessory, not a physical characteristic."
"Bild 6 ist mein Favorit!👍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"I Don’t like Television / I Don’t like Pro 7 aka Fox / I don’t like autotune / but I like you going your way / so pls stay fresh stay clean";"Palina Rojinski";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Du solltest weniger koksen";"Palina Rojinski";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body part or physical characteristic."
"Unglaublich das es Menschen gibt die andere mit diesem Schwachsinn abzocken und unglaublich wieviele auf diesen Schwachsinn hereinfallen . Und selbst bekannte Gesichter wie zb. @kaipflaume @guidomariakretschmer @riccardosimonetti und viele mehr für diesen Schwachsinns Pullover Werbung machen. Schämt ihr euch gar nicht ? Euch kann man ja gar nicht mehr ernst nehmen 😡.";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It discusses the actions of people and their involvement in advertising, but does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Zwei Supermodel und supersexy ❤️❤️❤️❤️❤️🔥🔥🔥🔥";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance and uses terms like 'supermodel' and 'supersexy' which are related to physical characteristics."
"Dieses Jahr wieder zu Gast beim Weihnachtszirkus von Fest und Flauschig? ☺️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It talks about attending an event."
"Was eine Abzocke mit dem Schwurbel Astro ziehst du eigentlich ab?!?!?!?!?";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"das war gerade Leipziger Allerlei ... Das Gemüse";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"Astrologische Grüße von der Erde im Saturn!";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is about astrology and greetings."
"Neo Magazin gucken!";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Nice wie Böhmermann dich auseinander nimmt 😂😂";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Astrologie? Bist du etwa unter den Dümmsten die Dümmste?";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
